Date,Category,Title,Text
09 июл 2022 09:11,Политика,Reuters узнал о решении Канады вернуть турбину для «Северного потока»,"Турбину для «Северного потока» вначале отправят из Канады в Германию, а затем передадут «Газпрому», что позволит Оттаве не нарушить антироссийские санкции, пишет агентство"
08 июл 2022 17:33,Политика,СБУ заявила об аресте активов «Роснефти» и «Газпрома» на Украине,"По данным СБУ, речь идет об активах российских госкомпаний на Украине на сумму свыше $71 млн. В «Роснефти» опровергали информацию о наличии активов в стране"
07 июл 2022 14:15,Политика,Вице-канцлер Германии попросил Канаду отдать турбину «Северного потока»,"Турбины не получается отправить России после ремонта из-за санкций, поэтому «Газпром» сократил прокачку по газопроводу. Министр экономики столкнувшейся с нехваткой газа Германии «скрепя сердце» обратился к Оттаве с просьбой"
06 июл 2022 13:56,Политика,Австрия передаст ПХГ «Газпрома» в Хайдахе другим поставщикам,"В Австрии заявили, что «Газпром» «систематически отказывается заполнять» крупнейшее газовое хранилище страны в Хайдахе. Его передадут другим энергетическим компаниям. В «Газпроме» отметили, что в ПХГ ему принадлежит лишь 11,11%"
29 июн 2022 08:47,Политика,Siemens отвергла данные России о причинах сокращения поставок газа в ФРГ,"В Siemens Energy назвали «очень удобным» названную «Газпромом» причину сокращения поставок газа в Германию. Настолько значительное падение объемов прокачки газа не произошло бы из-за находящихся в ремонте турбин, сказал Кезер"
28 июн 2022 12:35,Политика,Польша заявила о планах выставить счет «Газпрому» за прекращение поставок,"Варшава не может не отреагировать, когда решения о прекращении поставок газа принимаются «в одностороннем порядке и без соответствующих условий в контракте», заявил министр госактивов Польши"
26 июн 2022 05:02,Политика,Компании Франции призвали «немедленно» сократить потребление энергии,"Engie, EDF и TotalEnergies заявили, что на фоне сокращения поставок из России цены на энергоносители стремительно растут. По их мнению, это может угрожать социальному и политическому единству Франции"
23 июн 2022 13:09,Политика,Песков ответил на опасения Германии по поводу прекращения поставок газа,"Россия очень аккуратно относится к своему «реноме ответственного поставщика», заявили в Кремле, комментируя сообщения об опасениях Берлина, что Москва полностью прекратит поставки газа на фоне техобслуживания «Северного потока»"
22 июн 2022 10:44,Политика,Глава МЭА предложил Европе готовиться к полному отключению газа Россией,"Решение России сократить поставки газа в европейские страны может быть предвестником дальнейших сокращений, поскольку Москва таким образом надеется получить «рычаги давления», считает глава Международного энергетического агентства"
22 июн 2022 10:09,Экономика,ФАС предложила обязать «Газпром» продавать 10% газа на бирже,Для независимых производителей предлагается установить минимальный норматив 3% от объема поставок на внутренний рынок. В дальнейшем ФАС предполагает уравнять нормативы на уровне 10%
21 июн 2022 10:20,Политика,Минэнерго Белоруссии исключило задержки в расчетах за газ с Россией,NO TEXT
17 июн 2022 12:09,Политика,Франция перестала получать газ из ФРГ на фоне снижения поставок из России,"Франция с 15 июня перестала получать газ из Германии. Ранее «Газпром» сообщил, что был вынужден снизить поставки по «Северному потоку», поскольку ему не вернули вовремя турбины из ремонта и были выявлены технические неисправности"
17 июн 2022 01:11,Политика,В Канаде сообщили о переговорах с ФРГ по турбинам для «Северного потока»,«Газпром» объявил о сокращении поставок газа по «Северному потоку» из-за проблем с возвратом турбин из Канады после ремонта. Объем прокачки был сокращен до 67 млн куб. м в сутки. В итоге цены на газ превысили $1500 за тыс. куб. м.
16 июн 2022 16:44,Экономика,Миллер фразой «наша валюта — наши правила» описал отказ от доллара,"По словам Миллера, парадигма меняется, и теперь на первое место выходят не деньги, а товар"
16 июн 2022 16:19,Экономика,Миллер заявил о готовности «Северного потока-2» к работе «хоть сейчас»,"По словам главы «Газпрома», российская экономика, в отличие от газопровода, «не стоит», и невостребованные мощности «Северного потока-2» переориентированы на северо-запад России"
16 июн 2022 15:41,Экономика,Новак оценил долю перешедших на оплату газа в рублях иностранных компаний,"В рублях поставки оплачивает до 95% европейских клиентов, пояснил вице-премьер. Кремль на прошлой неделе сообщил, что новых отключений из-за неоплаты газа не планируется"
15 июн 2022 16:23,Политика,Власти Германии назвали политическим сокращение поставок газа из России,NO TEXT
15 июн 2022 16:13,Политика,«Газпром» объявил об остановке еще одной турбины на «Северном потоке»,Прокачка газа на компрессорной станции «Портовая» будет снижена еще на треть — до 67 млн куб. м газа в сутки
15 июн 2022 00:53,Политика,Bloomberg узнал об отказе Шольца от национализации Gazprom Germania,"По информации агентства, Шольц отказался от идеи полной национализации Gazprom Germania, боясь реакции российского президента и возможного прекращения поставок российского газа"
14 июн 2022 20:34,Политика,Siemens объяснила задержку с ремонтом турбин для «Северного потока»,"«Газпром» ранее сообщил, что вынужден сократить прокачку по «Северному потоку» из-за задержки с ремонтом агрегатов. Siemens объяснила, что они ремонтируются в Канаде, санкции которой мешают вернуть турбины"
05 июн 2022 03:56,Политика,"Welt узнала, что санкции против Gazprom Germania обойдутся ФРГ в €5 млрд","Как пишет Welt, в эту сумму входят поставки газа по более высоким ценам от новых поставщиков, после того как Россия ввела санкции против бывших «дочек» «Газпрома». Кроме обеспечения потребителей, Берлину нужно заполнить хранилища"
31 май 2022 18:41,Политика,Основной импортер газа в ФРГ заплатил «Газпрому» по новой схеме,"Немецкий концерн Uniper сообщил о первом платеже за газ по новой схеме, предложенной Москвой. Ранее в компании сообщили, что считают возможным найти компромиссный вариант оплаты поставок российского газа"
31 май 2022 18:08,Политика,«Газпром» с 1 июня приостановит поставки газа Shell и датской Orsted,Дедлайн по оплате газа для датской Orsted и британско-голландской Shell истек 31 мая. В самих компаниях ранее отказывались платить «Газпрому» за газ по новой схеме — в рублях
30 май 2022 15:52,Политика,Датский оператор Orsted увидел риск остановки поставок газа из России,"Дедлайн по оплате газа для датской Orsted истекает 31 мая, но компания по-прежнему не намерена платить в рублях. Оператор утверждает, что готов к возможному прекращению поставок и заполняет свои хранилища"
25 май 2022 20:57,Политика,Правительство временно разрешило поставки СПГ бывшей «дочке» «Газпрома»,"Речь идет о компании Gazprom Markeing & Trading Singapore, которая ранее попала под российские санкции. Ей разрешены поставки СПГ в течение 90 дней"
21 май 2022 08:03,Политика,Gasum сообщила о приостановке поставок газа из России в Финляндию,"Поставки газа из России прекращены, Финляндия будет поставлять его в летний сезон по трубопроводу Balticconnector, сообщили в Gasum. В Gasgrid Finland заверили, что система страны сбалансирована"
20 май 2022 18:42,Политика,«Газпром» пообещал защищать свои интересы в арбитраже с Финляндией,"«Газпром» прекратит поставки газа Финляндии утром 21 мая, приостановка продлится до внесения оплаты в установленном указом президента России порядке"
20 май 2022 13:56,Экономика,"Gasum сообщила, что Россия приостановит поставки газа в Финляндию 21 мая",Поставки будут приостановлены из-за отказа Финляндии платить за российский газ в рублях. Gasum намерена оспорить это требование в суде
20 май 2022 13:36,Политика,«Нафтогаз» допустил новый суд с «Газпромом» по платежам за транзит,"В компании также указали, что еще не получили от «Газпрома» оплату за транзит газа в июне"
19 май 2022 11:31,Экономика,"Новак сообщил, что половина из 54 покупателей газа открыла счета в рублях","Новую схему оплаты газа предложил в конце марта Владимир Путин. Премьер Италии говорил, что ею воспользовалась Германия"
13 май 2022 12:53,Политика,Песков счел очередной «уткой» сообщения о планах отключить газ Финляндии,"«Газпром» демонстрирует надежность как компания, поставляющая энергоресурсы, указал Кремль. Возможное отключение финская газета связала с намерением страны вступить в НАТО; ранее Хельсинки также отказался платить за газ в рублях"
12 май 2022 22:50,Политика,Австрия пригрозила забрать у «Газпрома» газохранилище в Зальцбурге,"Австрия может передать ПХГ Haidach, которым управляет «дочка» Gazprom Germania, другим компаниям, если «Газпром» откажется его заполнять, заявил канцлер, предложив действовать по принципу «используй или потеряешь»"
12 май 2022 21:27,Политика,Iltalehti узнала о возможном отключении поставок газа в Финляндию,"Поставки газа из России могут прекратиться в пятницу, 13 мая, пишет издание. Это вызовет проблемы в промышленности и при производстве продуктов. Ранее в Хельсинки заявили о желании вступить в НАТО"
12 май 2022 16:06,Политика,Российские санкции сделали невозможным транзит газа через Польшу,"Санкции, которые Россия ввела против ряда зарубежных компаний, сделали невозможным транзит газа по трубопроводу Ямал — Европа, по которому российский газ поступал транзитом через Польшу в Германию"
12 май 2022 14:11,Политика,"В Германии заявили, что «дочки» Gazprom Germania не получают газ","Российское правительство утвердило санкционный список, куда попали бывшие «дочки» «Газпрома». По словам главы Минэкономики ФРГ, из-за санкций Gazprom Germania больше не получает газ, однако Германия «была к этому готова»"
11 май 2022 19:54,Политика,Россия ввела санкции против бывших «дочек» «Газпрома»,"В список вошли Gazprom Germania, в которой «Газпром» прекратил участие больше месяца назад, и другие европейские активы. С ними запрещены сделки, также зафрахтованным ими судам нельзя заходить в российские порты"
11 май 2022 17:19,Политика,"Болгария договорилась о покупке СПГ у США по ценам ниже, чем у «Газпрома»","Правительство Болгарии не уточнило, по какой схеме будет рассчитываться стоимость газа при покупке у США и сколько она будет составлять. В конце апреля «Газпром» остановил поставки в Болгарию из-за неоплаты в рублях"
11 май 2022 13:59,Экономика,Россия снизила прокачку газа транзитом через Украину на 25%,"«Газпром» решил направить весь транзит через газораспределительную станцию «Суджа» вместо «Сохрановки». Накануне украинская сторона заявила, что прекратит транзит через эту точку из-за форс-мажора и отсутствия контроля над ней"
10 май 2022 20:27,Политика,«Газпром» не увидел подтверждений форс-мажора с транзитом газа на Украине,"«Газпром» не видит препятствий для дальнейшего транзита российского газа через ГРС «Сохрановка» и КС «Новопсков» на Украине. Киев ранее анонсировал прекращение транзита через эту станцию, которую не контролирует украинская сторона"
03 май 2022 14:52,Экономика,Итальянский министр допустил отказ от российского газа к 2024 году,NO TEXT
02 май 2022 20:54,Политика,В ЕС сочли нарушением контракта отключение Польши и Болгарии от газа,"Министр экологических преобразований Франции Барбара Помпили заявила, что одностороннее решение «Газпрома» остановить поставки газа в Польшу и Болгарию является нарушением контракта, добавив, что в ЕС осуждают эти действия"
02 май 2022 17:50,Политика,США разрешили сделки с Gazprom Germania до конца сентября,"Все транзакции с участием Gazprom Germania или любым юрлицом, в котором компания владеет долей 50% или более, могут осуществляться до 30 сентября, следует из лицензии Минфина. Ранее «Газпром» прекратил участие в немецкой «дочке»"
30 апр 2022 14:04,Экономика,Володин поддержал решение «Газпрома» приостановить поставки газа в Европу,NO TEXT
28 апр 2022 15:46,Экономика,«Газпром» заявил о покупке Польшей российского газа через Германию,Ранее Россия заявила о прекращении поставок газа в Польшу и Болгарию из-за нежелания этих стран оплачивать топливо рублями
27 апр 2022 23:36,Политика,Bloomberg узнал об отклоненном платеже Германии за российский газ,"По данным источников Bloomberg, речь об одном из платежей по среднесрочному контракту. Подконтрольная Германии компания ведет переговоры с Газпромбанком и экспортным подразделением «Газпрома»"
27 апр 2022 22:02,Политика,Санду заявила об отсутствии альтернативы российскому газу,"Президент Молдавии Майя Санду заявила, что страна не может отказаться от российского газа"
27 апр 2022 18:59,Политика,"Премьер Польши призвал к новым санкциям, так как Россия «справляется»","Матеуш Моравецкий призвал усилить санкции против России. По его словам, Москва «неплохо справляется» с уже действующими. Ранее «Газпром» отказался поставлять в страну газ"
27 апр 2022 12:17,Политика,Еврокомиссия увидела шантаж в заявлении «Газпрома» об остановке поставок,"Представители стран — членов Евросоюза проводят встречу по ситуации с газом и готовят скоординированный ответ. «Газпром» остановил поставки газа Польше и Болгарии, так как те не заплатили за него в рублях"
26 апр 2022 22:26,Политика,Болгария вслед за Польшей сообщила об остановке поставок газа из России,"«Булгаргаз» получил соответствующее уведомление от «Газпрома». В конце апреля у ряда потребителей российского газа наступает день оплаты поставок. Россия настаивает, чтобы оплата производилась по новой схеме, в рублях"
26 апр 2022 20:15,Политика,PGNiG сообщила о решении «Газпрома» остановить поставки газа Польше,Польская PGNIG сочла остановку поставок «Газпромом» нарушением контракта и намерена предъявить претензии
26 апр 2022 11:46,Политика,"Польша ввела санкции против «Газпрома», 1С и Wildberries","В первый санкционный список Варшавы с начала спецоперации попали бизнесмены, в том числе Олег Дерипаска, Евгений Касперский и основательница Wildberries Татьяна Бакальчук. Прежде власти Польши заявляли о неэффективности санкций"
22 апр 2022 17:38,Экономика,ЕС предложил варианты оплаты российского газа без нарушения санкций,"Еврокомиссия подтвердила, что схема оплаты российского газа за рубли противоречит санкционному режиму ЕС. Один из предложенных Евросоюзом вариантов — считать исполнением обязательств по оплате только перевод валюты в Газпромбанк"
05 апр 2022 17:22,Экономика,Польская PGNiG заявила об отзыве «Газпромом» иска о дивидендах,"Российская компания подала иск, касающийся выплаты дивидендов с прибыли СП EuRoPol GAZ, в феврале. PGNiG сообщила о прекращении процесса в Арбитражном институте Торговой палаты Стокгольма после отзыва заявления «Газпромом»"
05 апр 2022 16:11,Политика,Путин назвал национализацию «обоюдоострым оружием»,"Президент обвинил европейские страны в попытках переложить ответственность за собственные ошибки в экономической сфере на Россию, применяя против нее «грубые, нерыночные меры», в том числе путем давления на компании"
01 апр 2022 12:50,Политика,Кремль назвал неприемлемой идею о национализации «дочек» «Газпрома»,"Национализация дочерних предприятий российских компаний за границей стала бы нарушением международного права, считает Кремль. Ранее Handelsblatt сообщила, что такую идею прорабатывают в Германии"
01 апр 2022 01:29,Политика,Handelsblatt узнал об угрозе национализации дочки «Газпрома» в ФРГ,"По данным источников издания, эта мера может быть принята в случае прекращения поставок энергоносителей из России"
31 мар 2022 19:22,Политика,Шольц заявил о намерении Германии платить за российский газ в евро,"Канцлер считает, что Берлину следует продолжить следовать условиям заключенных с Россией газовых контрактов, предусматривающих оплату в евро. Москва настаивает на перевод оплаты в рубли"
31 мар 2022 16:24,Политика,Путин подписал указ о продаже газа за рубли недружественным странам,"Согласно указу, компании из западных стран должны открыть счета в российских банках. Новые правила продажи начнут действовать с 1 апреля"
31 мар 2022 09:41,Экономика,«Коммерсантъ» узнал о проработке сценария с остановкой поставок газа в ЕС,"Россия выдвинула требования к ЕС и другим «недружественным» странам об оплате газа в рублях, на Западе это назвали неприемлемым и не соответствующим контрактам"
30 мар 2022 19:03,Политика,В офисах «Газпрома» в ЕС прошли обыски,"Обыски связаны с расследованием возможной роли «Газпрома» в росте цен на газ в Европе. Расследование было начато на фоне заявлений европейских политиков о том, что «Газпром» может манипулировать своим положением на рынке"
30 мар 2022 04:37,Экономика,Reuters сообщил о прекращении поставок по газопроводу «Ямал — Европа»,Ранее представители властей и топ-менеджеры энергетических компаний некоторых стран Европы раскритиковали решение Владимира Путина продавать газ за рубли
29 мар 2022 15:59,Экономика,В ЕС поддержали отказ G7 платить за российский газ в рублях,"Накануне страны G7 отвергли требование России платить за поставки российского газа в рублях. В Еврокомиссии заявили, что представитель ЕС участвовал в обсуждении, так что это решение поддерживает и Евросоюз"
28 мар 2022 10:51,Политика,Путин поручил «Газпрому» доложить о мерах по продаже газа за рубли,"Регулятор, правительство и «Газпром» будут отчитываться главе государства ежемесячно. Путин распорядился перевести оплату за газ для недружественных стран в рубли 23 марта"
24 мар 2022 20:21,Политика,В бундестаге назвали условие покупки газа за рубли,"Покупка российского газа за рубли вынудила бы Германию обходить санкции ЕС против Центробанка России и шла бы вразрез с уже заключенными контрактами, заявил РБК глава комитета бундестага по климату и энергетике Клаус Эрнст"
24 мар 2022 15:48,Политика,Глава PGNiG не увидел возможности изменить валюту по контракту на газ,NO TEXT
23 мар 2022 22:07,Экономика,Зачем Россия решила перевести расчеты за газ в рубли,"Россия переходит на рубли в расчетах за поставки природного газа покупателям из недружественных стран, объявил президент Владимир Путин. РБК разбирался, какие у этого решения могут быть последствия"
19 мар 2022 21:10,Политика,Болгария отказалась вести переговоры с «Газпромом»,"Министр финансов страны Асен Василев заявил, что София планирует покупать газ у альтернативных поставщиков — Катара и Алжира. Кроме того, планируется обсуждение нового газового контракта для всей Европы, добавил министр"
17 мар 2022 23:25,Экономика,Молдавия заявила о надежде на отсрочку по долгам перед «Газпромом»,"Республика не успевает провести аудит задолженности до 1 мая, чего требует газовый контракт. В правительстве не исключили, что «Газпром» может прекратить поставки"
17 мар 2022 12:16,Политика,Миллер предупредил сотрудников «Газпрома» о деструктивном влиянии,"Глава «Газпрома» заявил, что россиян пытаются разобщить и ослабить и нужно не поддаваться воздействию. Сотрудникам компании необходимо сплотиться вокруг Путина, чтобы сохранить Россию такой, какая она есть, считает он"
16 мар 2022 13:56,Политика,Крупнейший энергоконцерн Германии прекратил закупку газа у «Газпрома»,"E.ON ранее закупила небольшие объемы газа у торговых компаний «Газпрома», однако теперь отказывается от дальнейшего импорта топлива из России из-за происходящего на Украине. Компания пожертвовала в адрес беженцев €1 млн"
03 мар 2022 05:37,Политика,Канада ввела санкции против ключевых сотрудников «Роснефти» и «Газпрома»,"Под ограничения попали десять человек, кто именно — не уточняется. Также Оттава внесла в санкционные списки Мишустина, Медведева, Собянина и Беглова"
03 мар 2022 02:56,Политика,В конгресс США внесли проект о санкциях против всех госкомпаний России,"Санкции предложили ввести против «Газпрома», «Росатома» и «Роснефти», а также «Аэрофлота». Парламентарии обвиняют их в финансировании военной операции на Украине. Инициатива должна лишить их доступа к американскому капиталу."
23 фев 2022 21:23,Политика,CNN узнал о намерении США ввести санкции против оператора Nord Stream 2,"Байден долго отказывался вводить санкции против оператора «Северного потока-2», чтобы не испортить отношения с Берлином, напомнил CNN. Однако после того, как ФРГ остановила сертификацию проекта, он может применить эту меру"
22 фев 2022 21:48,Политика,«Нафтогаз» назвал условие продолжения транзита газа через Украину,"В руководстве «Нафтогаза» считают, что только военные действия на всей территории Украины смогут лишить страну транзита газа. Однако в этом случае «Газпрому» придется платить большие штрафы"
11 фев 2022 12:28,Политика,Польская PGNiG подала встречный иск к «Газпрому» из-за цен на газ,NO TEXT
04 фев 2022 20:50,Экономика,Аналитики назвали выгоды от контракта «Газпрома» по продаже газа в Китай,NO TEXT
04 фев 2022 19:44,Политика,Глава набсовета «дочки» Nord Stream 2 ушел из-за запрета МИД Германии,"Глава наблюдательного совета немецкой «дочки» Nord Stream 2 проинформировал МИД о намерении работать в компании Gas for Europe, но ведомство запретило ему это делать. Он покинул совет"
03 фев 2022 17:49,Политика,Канцлер Австрии обвинил Россию в повышении цен на газ в Европе,NO TEXT
01 фев 2022 17:18,Политика,ЕК получила от «Газпрома» часть ответов по ситуации на газовом рынке,NO TEXT
01 фев 2022 13:51,Политика,В Европе сообщили о возобновлении транзита «Газпрома» через Украину,Поставки российского газа через газотранспортную систему Украины вышли на предусмотренный контрактом уровень. Биржевые цены на газ в Европе упали ниже $900 за 1 тыс. куб. м
24 янв 2022 18:28,Экономика,«Газпром» заявил об исторических минимумах запасов газа в ЕС и на Украине,"По данным Gas Infrastructure Europe, на которые ссылается «Газпром», в европейских ПХГ отобрано уже более 70% от объема газа, закачанного в летний сезон. В то же время в украинских хранилищах на 44,6% меньше газа, чем в 2021 году"
21 янв 2022 20:58,Экономика,В Молдавии назвали недружественным требование «Газпрома» погасить долги,NO TEXT
20 янв 2022 19:09,Экономика,Молдавия успела расплатиться с «Газпромом» за день до отключения газа,"Молдавия вновь успела в последний момент: деньги для оплаты долга в Кишиневе нашли за считанные часы до того, как «Газпром» должен был отключить газ стране"
20 янв 2022 18:39,Политика,Путин присвоил главе «Газпрома» звание «Герой труда»,Президент Путин присвоил главе «Газпрома» Алексею Миллеру звание «Герой труда». В конце месяца Миллер будет праздновать 60-летие
20 янв 2022 13:33,Политика,В Молдавии ввели режим ЧП после угроз «Газпрома» отключить подачу газа,"19 января «Газпром» пригрозил прекратить поставки газа из-за неуплаты. По данным молдавского кабмина, «Молдовагазу» не хватает примерно $25 млн, чтобы рассчитаться за поставленное топливо с начала января"
18 янв 2022 20:02,Политика,Столтенберг обвинил «Газпром» в манипуляциях на газовом рынке Европы,NO TEXT
13 янв 2022 19:25,Политика,«Газпром» предоставил ЕК часть сведений после запроса о поставках газа,NO TEXT
12 янв 2022 17:03,Экономика,«Газпром» сообщил об историческом снижении запасов газа в Европе,NO TEXT
06 янв 2022 06:01,Экономика,Нефтегаз принес России сверхприбыли в 2021 году. Что ждать от 2022-го,"Ценовое ралли на рынках нефти и газа в 2021 году обеспечило высокие показатели российскому бюджету и крупнейшим экспортерам страны. Новый, 2022 год обещает сохранение благоприятной конъюнктуры в этом секторе"
04 янв 2022 11:39,Экономика,Цена на газ в Европе на открытии превысила $1000,Стоимость фьючерсов подросла после значительного снижения в конце декабря
03 янв 2022 10:58,Экономика,Транзит российского газа через Украину в Словакию упал второй день подряд,"По словам представителя «Газпрома», некоторые клиенты уже полностью выбрали годовой объем газа и больше не выставляют заявки"
29 дек 2021 20:46,Экономика,Глава «Газпрома» сообщил об исторически низких запасах газа на Украине,NO TEXT
25 дек 2021 04:08,Политика,Кишинев заявил о не уполномоченном подписывать протокол по газу министре,"По словам премьер-министра Молдавии, подписавший протокол по урегулированию текущих вопросов по итогам переговоров с «Газпромом» министр Андрей Спыну не имел на это полномочий. Однако это не делает документ недействительным"
24 дек 2021 17:59,Экономика,«Газпром» заявил о рекордах отбора газа из хранилищ в Европе,NO TEXT
24 дек 2021 16:37,Экономика,Цена на газ в Европе опустилась ниже $1200 за тысячу кубометров,Цены на газ с начала торгов упали почти на 20%
24 дек 2021 10:04,Экономика,«Газпром» четвертый день подряд не забронировал мощности Ямала — Европы,NO TEXT
24 дек 2021 05:33,Политика,В МИДе назвали условие для переговоров по транзиту газа через Украину,NO TEXT
23 дек 2021 19:50,Политика,Bloomberg назвал причину сокращения поставок российского газа в Европу,"Крупные немецкие энергетические компании подтвердили, что «Газпром» выполнил все свои контрактные обязательства. Сокращение поставок газа связано не с манипулированием ценами, а с тем, что контрагенты не хотят превышать лимит"
23 дек 2021 11:35,Политика,Еврокомиссия получила жалобу «Нафтогаза» на «Газпром» из-за цен на газ,NO TEXT
21 дек 2021 13:55,Экономика,Стоимость газа в Европе превысила $1900 за тысячу кубометров,"Спотовая цена на газ вновь вышла на исторически рекордный уровень — более $1900, как и два месяца назад"
20 дек 2021 16:15,Экономика,«Газпром» снова не стал заказывать допмощности для транзита через Украину,NO TEXT
14 дек 2021 14:04,Экономика,Bloomberg узнал о планах ЕС изменить стратегию газовых закупок,"Пока Россия настаивает на переходе к долгосрочным контрактам на поставки газа в Европу, Брюссель придерживается кардинально иной концепции: он намерен полностью отказаться от долгих контрактов до 2049 года"
09 дек 2021 03:03,Экономика,«Молдовагаз» сообщил о ежедневных выплатах «Газпрому»,NO TEXT
04 дек 2021 20:24,Политика,Еврокомиссар заявил о сокращении Россией поставок газа в ЕС на 25%,NO TEXT
04 дек 2021 04:32,Политика,В Польше призвали Еврокомиссию начать расследование против «Газпрома»,NO TEXT
